# minimal_valid_fraction ::  30.00
# operating on 
# <a href=http://climexp.knmi.nl/select.cgi?field=data/cmip6_tas_mon_CESM2_ssp585.0.someone@somewhere.info>climexp.knmi.nl/select.cgi?field=data/cmip6_tas_mon_CESM2_ssp585.0.someone@somewhere.info</a>
# file :: CMIP6/monthly/tas/tas_mon_CESM2_ssp585_000.nc
# cdi :: Climate Data Interface version ?? (http://mpimet.mpg.de/cdi)
# source :: CESM2 (2017): atmosphere: CAM6 (0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); ocean: POP2 (320x384 longitude/latitude; 60 levels; top grid cell 0-10 m); sea_ice: CICE5.1 (same grid as ocean); land: CLM5 0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); aerosol: MAM4 (0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); atmoschem: MAM4 (0.9x1.25 finite volume grid; 288 x 192 longitude/latitude; 32 levels; top level 2.25 mb); landIce: CISM2.1; ocnBgchem: MARBL (320x384 longitude/latitude; 60 levels; top grid cell 0-10 m)
# institution :: KNMI Climate Explorer and National Center for Atmospheric Research
# activity_id :: CMIP
# branch_method :: standard
# case_id :: 24
# cesm_casename :: b.e21.BHIST.f09_g17.CMIP6-historical.010
# contact :: cesm_cmip6@ucar.edu
# creation_date :: 2019-03-12T06:39:18Z
# data_specs_version :: 01.00.29
# experiment :: Simulation of recent past (1850 to 2014). Impose changing conditions (consistent with observations). Should be initialised from a point early enough in the pre-industrial control run to ensure that the end of all the perturbed runs branching from the end of this historical run end before the end of the control. Only one ensemble member is requested but modelling groups are strongly encouraged to submit at least three ensemble members of their CMIP historical simulation.
# experiment_id :: historical
# external_variables :: areacella
# forcing_index ::                1
# frequency :: mon
# further_info_url :: https://furtherinfo.es-doc.org/CMIP6.NCAR.CESM2.historical.none.r10i1p1f1
# grid :: native 0.9x1.25 finite volume grid (192x288 latxlon)
# grid_label :: gn
# initialization_index ::                1
# institution_id :: NCAR
# license :: CMIP6 model data produced by <The National Center for Atmospheric Research> is licensed under a Creative Commons Attribution-[]ShareAlike 4.0 International License (https://creativecommons.org/licenses/). Consult https://pcmdi.llnl.gov/CMIP6/TermsOfUse for terms of use governing CMIP6 output, including citation requirements and proper acknowledgment. Further information about this data, including some limitations, can be found via the further_info_url (recorded as a global attribute in this file)[]. The data producers and data providers make no warranty, either express or implied, including, but not limited to, warranties of merchantability and fitness for a particular purpose. All liabilities arising from the supply of the information (including any liability arising in negligence) are excluded to the fullest extent permitted by law.
# mip_era :: CMIP6
# model_doi_url :: https://doi.org/10.5065/D67H1H0V
# nominal_resolution :: 100 km
# parent_activity_id :: CMIP
# parent_experiment_id :: piControl
# parent_mip_era :: CMIP6
# parent_source_id :: CESM2
# parent_time_units :: days since 0001-01-01 00:00:00
# parent_variant_label :: r1i1p1f1
# physics_index ::                1
# product :: model-output
# realization_index ::               10
# realm :: atmos
# source_id :: CESM2
# source_type :: AOGCM BGC
# sub_experiment :: none
# sub_experiment_id :: none
# table_id :: Amon
# tracking_id :: hdl:21.14100/e47b79db-3925-45a7-9c0a-6799c2f1e8ae
# variable_id :: tas
# variant_info :: CMIP6 20th century experiments (1850-2014) with CAM6, interactive land (CLM5), coupled ocean (POP2) with biogeochemistry (MARBL), interactive sea ice (CICE5.1), and non-evolving land ice (CISM2.1) \
# variant_label :: r10i1p1f1
# cmip6-ng :: \ncontact = cmip6-archive@env.ethz.ch\ndescription = ETH Zurich CMIP6 "next generation" (ng) archive.\ndisclaimer = This dataset is provided "as is", without warranty of any kind.\nfixes = delete latitude bounds; delete longitude bounds; delete time bounds\ngit = 2019-12-17 18:26:09 git@git.iac.ethz.ch:cmip6-ng/cmip6-ng.git: master v1.5-6-g3802cf0\nownership = The ownership of this dataset remains with the original provider\nunfixed_is
# original_file_names :: /net/atmos/data/cmip6/historical/Amon/tas/CESM2/r10i1p1f1/gn/tas_Amon_CESM2_historical_r10i1p1f1_gn_185001-189912.nc, /net/atmos/data/cmip6/historical/Amon/tas/CESM2/r10i1p1f1/gn/tas_Amon_CESM2_historical_r10i1p1f1_gn_190001-194912.nc, /net/atmos/data/cmip6/historical/Amon/tas/CESM2/r10i1p1f1/gn/tas_Amon_CESM2_historical_r10i1p1f1_gn_195001-199912.nc, /net/atmos/data/cmip6/historical/Amon/tas/CESM2/r10i1p1f1/gn/tas_Amon_CESM2_historical_r10i1p1f1_gn_200001-201412.nc
# original_file_hash_codes :: 57705e29220fdded352ec4d2f577e8a6817fbc963d38bc9c5f95b2dbeb19ce6a, 8a26397faa0be4e84e183c6cbac49eef3542b6cbb97112b2815debd2fad05bcb, 9854dae3421e4feb21eb6d60880cc6765796771f706abbd43326a0671490823d, 5396f12897626eeda58240fd044575629a645d73c60f04cfb65b9a88d4da39c7
# cdo :: Climate Data Operators version 1.9.3 (http://mpimet.mpg.de/cdo)
# scripturl01 :: http://climexp.knmi.nl/get_index.cgi?email=someone@somewhere&field=data/cmip6_tas_mon_CESM2_ssp585.0.someone@somewhere.info&gridpoints=false&intertype=nearest&lat1=-5&lat2=5&lon1=-150&lon2=-120&standardunits=standardunits
# history ::  2023-06-03 11:42:31 bin/get_index CMIP6/monthly/tas/tas_mon_CESM2_ssp585_000.nc -150 -120 -5 5 dipole no minfac 30 nearest standardunits cmip6_tas_mon_CESM2_ssp585.0_-150--120E_-5-5N_n_su\n
# ave_region :: lon=  209.375  240.625, lat=   -4.712    4.712
# averaging anomalies over region lon=  209.375  240.625, lat=   -4.712    4.712
# tas [Celsius] Near-Surface Air Temperature
 1850   25.30685       25.69669       25.78699       25.73419       25.81876       25.39084       24.46997       23.12152       22.09665       22.10562       22.25262       23.11392    
 1851   23.55261       24.17621       24.90042       25.41345       25.79691       25.41913       24.79953       24.17593       23.69028       23.56061       24.02353       24.85089    
 1852   25.20300       25.82858       26.01743       26.45123       26.73956       26.81885       26.09171       25.39987       25.27982       25.08255       25.61569       25.84546    
 1853   26.23956       26.33881       26.76028       26.97668       26.60367       26.02902       24.92142       23.75070       23.12906       22.35388       22.55682       23.54559    
 1854   24.11655       24.79385       25.36099       25.51633       25.84225       25.92343       25.54474       24.81854       24.13272       24.32202       24.22830       24.80927    
 1855   25.06534       25.77866       26.16806       26.40817       26.84979       26.72455       26.45575       25.91974       25.83261       25.58078       25.80960       26.42249    
 1856   26.61237       27.08109       27.11786       27.31619       26.50183       25.54691       25.04233       23.32849       22.79422       22.30936       21.93536       23.12024    
 1857   23.95422       24.69266       25.25790       25.77298       26.14166       25.99393       25.47137       24.91040       24.37186       24.55414       24.70145       25.13678    
 1858   25.23267       25.62909       26.43417       27.13013       27.32874       27.43704       27.38974       27.10611       26.78458       27.22226       27.73288       27.96954    
 1859   27.90329       27.78848       27.70410       27.49411       26.92639       25.17267       24.31186       23.14642       22.42731       22.30670       23.23117       23.65463    
 1860   23.72934       24.66547       25.22491       25.81735       26.25314       26.00659       25.86197       25.32837       25.22870       25.39719       26.11316       26.46219    
 1861   26.94101       27.11139       27.33032       27.14203       27.34558       26.98691       25.56290       24.77188       24.24399       23.79358       24.16788       24.82684    
 1862   24.93997       24.92941       25.14508       25.25040       25.15179       24.81998       24.02985       22.49786       21.48093       21.85831       22.14835       22.21417    
 1863   22.84265       23.61603       24.43784       25.29056       25.28976       25.12863       24.56671       24.03537       23.74609       23.62384       23.64151       24.16333    
 1864   24.76309       24.86615       25.64719       26.13431       26.45370       26.38931       26.37418       25.84567       25.72220       25.93350       26.42554       26.76611    
 1865   27.20944       27.25848       27.32257       27.40741       27.20462       26.12323       24.79630       24.19089       23.51495       23.49847       22.98068       23.63333    
 1866   24.35526       24.92828       25.33871       25.37302       25.82306       25.44559       24.76593       23.75348       23.01138       22.54800       23.15909       23.33722    
 1867   23.91498       24.43085       25.32935       25.92752       25.88751       25.59424       25.26306       24.41653       23.92844       24.19870       24.79971       25.22055    
 1868   25.47110       25.98904       26.29068       26.60312       26.81409       26.26355       25.85916       25.20422       24.86343       24.78415       25.14273       25.64688    
 1869   25.98172       26.22452       25.88916       25.66434       25.78848       25.40469       25.28302       24.45703       23.79343       23.72980       24.06070       24.29199    
 1870   24.73120       25.50046       25.99432       26.47430       26.65027       26.69946       26.26071       25.99432       25.62000       25.87637       26.48886       27.05759    
 1871   27.43808       27.26126       27.21194       27.20160       27.33780       26.21164       24.77820       23.19852       22.10779       21.69781       22.63092       23.11832    
 1872   23.46207       24.24860       24.73804       25.03839       25.62082       25.46652       24.97885       23.98199       23.96790       23.89743       23.89511       24.35995    
 1873   24.85718       25.56851       26.04013       26.49976       26.80914       26.84070       26.53555       25.95776       25.99237       25.90646       26.46310       26.98019    
 1874   27.12762       27.42273       27.36279       27.05304       26.27853       25.36597       24.11447       23.33817       22.91025       22.31766       22.40210       22.50934    
 1875   23.12543       23.76913       24.47833       24.94714       25.24826       25.30219       25.05801       24.46774       23.74796       23.70630       24.16290       24.52676    
 1876   25.04553       25.60489       26.29996       26.61685       26.89120       27.03168       26.86163       26.55768       26.20190       26.28580       26.70227       27.33694    
 1877   27.63599       27.77219       27.56125       27.60718       26.51382       25.31805       24.29370       23.32590       22.95813       22.76849       23.53470       23.81415    
 1878   23.76987       23.96841       24.42575       24.97867       25.37152       25.36069       25.02792       24.67941       24.04193       23.96140       24.03513       24.13760    
 1879   24.52045       24.89908       25.59024       25.89447       26.50421       26.35733       26.22580       25.97882       25.40372       25.50937       25.96774       26.45850    
 1880   26.47339       27.00150       27.15454       27.30972       27.15134       26.65656       25.96555       24.93808       24.84048       24.85287       25.14847       25.74466    
 1881   26.04626       26.17523       25.94510       26.26981       26.49149       26.38147       26.25409       24.97684       24.53995       24.29532       24.77219       25.52197    
 1882   25.69202       25.76373       26.18362       26.79294       27.06125       27.08151       26.95660       26.15582       25.66901       25.72995       26.47501       26.89728    
 1883   27.37091       27.63300       27.48712       27.56812       27.34189       26.52499       25.58490       24.45322       24.05896       23.59299       23.53970       23.83862    
 1884   24.46286       24.56647       24.96323       25.56586       26.00192       25.70432       25.61646       24.74411       23.59393       23.46899       23.61005       23.88824    
 1885   24.29092       24.61847       25.24655       25.63455       25.78299       25.68118       25.41873       24.69656       23.76038       23.78952       24.38611       24.77032    
 1886   25.10773       25.39075       26.15430       26.41467       26.49579       26.28445       25.46088       24.95535       24.31567       24.14838       24.44547       24.89258    
 1887   25.27527       25.71088       26.34106       26.52472       26.48193       25.61252       24.89706       24.19958       23.34848       23.20581       23.38223       23.62042    
 1888   24.05698       24.71014       25.39810       26.07306       26.40250       26.20950       26.01038       25.52893       25.05109       25.42108       25.89941       26.35425    
 1889   26.80771       26.78210       26.78638       27.08582       27.13907       26.51239       25.77475       24.89828       23.90247       23.80252       24.41806       24.73837    
 1890   24.88843       25.29932       25.37930       25.79388       25.94049       26.01324       25.56873       24.72525       24.14322       23.66934       23.86703       24.43015    
 1891   24.89578       24.88391       25.32413       25.77414       26.14096       26.17789       25.79523       25.11203       24.69693       24.81653       25.34048       25.52621    
 1892   26.23010       26.32401       26.40927       26.73987       27.10022       27.17642       26.70755       26.21390       26.01047       25.84158       26.57919       26.98428    
